[Name]
Series 1 at /POLYLINE:flap plyline


[Data]
X [ m ] Cp
5.84401488e-01  -7.77480125e-01
5.87627172e-01  -7.74518728e-01
5.90838552e-01  -7.68630564e-01
5.94035983e-01  -7.60567009e-01
5.97219944e-01  -7.50954747e-01
6.00390851e-01  -7.40791500e-01
6.03548646e-01  -7.30509520e-01
6.06693089e-01  -7.19666243e-01
6.09824002e-01  -7.07951665e-01
6.12941146e-01  -6.95343614e-01
6.16044402e-01  -6.81859434e-01
6.19133651e-01  -6.67540789e-01
6.22208714e-01  -6.52504683e-01
6.25269473e-01  -6.36885345e-01
6.28315866e-01  -6.20566845e-01
6.31347835e-01  -6.03324711e-01
6.34365320e-01  -5.85172117e-01
6.37368202e-01  -5.66190958e-01
6.40356541e-01  -5.46427786e-01
6.43330216e-01  -5.25988698e-01
6.46289289e-01  -5.04981041e-01
6.49233758e-01  -4.83418435e-01
6.52163565e-01  -4.61365759e-01
6.55078888e-01  -4.39242244e-01
6.57979608e-01  -4.17493850e-01
6.60865903e-01  -3.96208853e-01
6.63737833e-01  -3.75372618e-01
6.66595459e-01  -3.54725480e-01
6.69438839e-01  -3.33758265e-01
6.72267854e-01  -3.12463433e-01
6.75080717e-01  -2.90760487e-01
6.77875102e-01  -2.67820388e-01
6.80648625e-01  -2.43023694e-01
6.83398724e-01  -2.16212362e-01
6.86122715e-01  -1.86980307e-01
6.88818455e-01  -1.54420823e-01
6.91487491e-01  -1.19049840e-01
6.94132686e-01  -8.30231979e-02
6.96757078e-01  -4.89099883e-02
6.99363887e-01  -1.11135570e-02
7.01956332e-01  -3.95555608e-02
7.04213560e-01  1.74939111e-01
7.01751828e-01  3.64167869e-01
6.99414551e-01  3.63925606e-01
6.97035015e-01  3.90747994e-01
6.94689810e-01  4.25596327e-01
6.92321002e-01  4.45290267e-01
6.89937174e-01  4.62317526e-01
6.87534809e-01  4.74055260e-01
6.85114264e-01  4.82660174e-01
6.82679474e-01  4.90653425e-01
6.80235326e-01  4.99692291e-01
6.77785158e-01  5.09207428e-01
6.75327301e-01  5.18015206e-01
6.72860444e-01  5.26097953e-01
6.70384526e-01  5.33616066e-01
6.67899728e-01  5.40407240e-01
6.65405333e-01  5.46630085e-01
6.62902057e-01  5.52490056e-01
6.60389960e-01  5.57584345e-01
6.57868624e-01  5.61507761e-01
6.55337691e-01  5.64731479e-01
6.52798891e-01  5.68235159e-01
6.50254369e-01  5.72373688e-01
6.47704065e-01  5.77007890e-01
6.45148456e-01  5.80837250e-01
6.42584443e-01  5.83215773e-01
6.40012085e-01  5.85341454e-01
6.37433887e-01  5.87923169e-01
6.34850979e-01  5.90462804e-01
6.32262409e-01  5.92728138e-01
6.29668474e-01  5.95030069e-01
6.27069831e-01  5.97348332e-01
6.24466419e-01  5.99403560e-01
6.21858060e-01  6.01161301e-01
6.19244933e-01  6.02826655e-01
6.16627693e-01  6.04546964e-01
6.14006698e-01  6.06273890e-01
6.11382008e-01  6.07991040e-01
6.08753860e-01  6.09861732e-01
6.06122553e-01  6.11890793e-01
6.03488266e-01  6.13744497e-01
6.00850463e-01  6.15238130e-01
5.98209381e-01  6.16683781e-01
5.95565617e-01  6.18615508e-01
5.92919946e-01  6.21062338e-01
5.90272367e-01  6.23283923e-01
5.87621927e-01  6.24987185e-01
5.84968567e-01  6.26860142e-01
5.82313597e-01  6.29387140e-01
5.79657555e-01  6.31965399e-01
5.76117873e-01  6.35651171e-01
5.72575808e-01  6.40161097e-01
5.69032788e-01  6.44761741e-01
5.65486312e-01  6.49138331e-01
5.61937630e-01  6.54687285e-01
5.58388650e-01  6.61491871e-01
5.54839075e-01  6.68804824e-01
5.51287770e-01  6.76888525e-01
5.47735929e-01  6.86537623e-01
5.44184148e-01  6.98231101e-01
5.40632963e-01  7.11756289e-01
5.37082195e-01  7.25602269e-01
5.33526242e-01  7.41097152e-01
5.29969573e-01  7.82889962e-01
5.26493192e-01  8.34206104e-01
5.26227653e-01  8.60113442e-01
5.25977135e-01  8.79049718e-01
5.25745034e-01  9.09660757e-01
5.25538623e-01  9.46052611e-01
5.25367677e-01  9.77010608e-01
5.25238693e-01  9.86786008e-01
5.25144041e-01  9.85739768e-01
5.25073886e-01  9.80913818e-01
5.25021315e-01  9.60710227e-01
5.24987459e-01  9.26246226e-01
5.24975657e-01  8.76869619e-01
5.24988711e-01  8.13947916e-01
5.25025904e-01  7.43885815e-01
5.25084555e-01  6.72214925e-01
5.25161922e-01  6.02727294e-01
5.25254846e-01  5.38399100e-01
5.25360167e-01  4.79827911e-01
5.25475144e-01  4.25354987e-01
5.25597990e-01  3.72236848e-01
5.25727987e-01  3.19541872e-01
5.25864780e-01  2.70507157e-01
5.26008010e-01  2.28374675e-01
5.26156545e-01  1.97614297e-01
5.26308537e-01  1.78337365e-01
5.26462615e-01  1.71065167e-01
5.26617527e-01  1.47308469e-01
5.28367877e-01  2.33157054e-02
5.30337751e-01  -2.39828318e-01
5.32405496e-01  -2.79146999e-01
5.34516215e-01  -2.83917010e-01
5.36649287e-01  -2.88308382e-01
