[Name]
Series 1 at /POLYLINE:wing polyline


[Data]
X [ m ] Cp
3.75858396e-01  -1.21469092e+00
3.80867302e-01  -1.20249486e+00
3.85869294e-01  -1.18902421e+00
3.90864313e-01  -1.17451525e+00
3.95851463e-01  -1.15847003e+00
4.00831729e-01  -1.14129257e+00
4.05804485e-01  -1.12358975e+00
4.10770088e-01  -1.10513401e+00
4.15728480e-01  -1.08615816e+00
4.20679808e-01  -1.06666350e+00
4.25623983e-01  -1.04664946e+00
4.30561393e-01  -1.02625287e+00
4.35492009e-01  -1.00557590e+00
4.40416157e-01  -9.84645724e-01
4.45333987e-01  -9.63562369e-01
4.50245738e-01  -9.42305148e-01
4.55151618e-01  -9.20916557e-01
4.60052431e-01  -8.99649084e-01
4.64948088e-01  -8.78594637e-01
4.69839722e-01  -8.57916415e-01
4.74727273e-01  -8.37792277e-01
4.79611456e-01  -8.18209648e-01
4.84492034e-01  -7.99105108e-01
4.89369243e-01  -7.80266881e-01
4.94242847e-01  -7.61503875e-01
4.99113142e-01  -7.42703319e-01
5.03126383e-01  -7.27383971e-01
5.07138133e-01  -7.12006867e-01
5.11148870e-01  -6.96913838e-01
5.15159011e-01  -6.82412505e-01
5.19169152e-01  -6.68691933e-01
5.23178518e-01  -6.55529618e-01
5.27185977e-01  -6.42137706e-01
5.31189859e-01  -6.27396643e-01
5.35189092e-01  -6.10235870e-01
5.39186478e-01  -5.91116011e-01
5.43189108e-01  -5.72839320e-01
5.47203541e-01  -5.59425950e-01
5.51230371e-01  -5.50710738e-01
5.55245101e-01  -5.52177966e-01
5.59104741e-01  -5.00349760e-01
5.55356860e-01  -3.60827118e-01
5.51670849e-01  -1.41631529e-01
5.47953725e-01  -1.94883309e-02
5.44191599e-01  6.21476173e-02
5.40420651e-01  1.55730724e-01
5.36633432e-01  2.40594819e-01
5.32831669e-01  3.18887949e-01
5.29019535e-01  3.90987188e-01
5.25198996e-01  4.53105539e-01
5.21372259e-01  5.03102422e-01
5.17541885e-01  5.41659415e-01
5.13710618e-01  5.70490479e-01
5.09880781e-01  5.91668665e-01
5.06054044e-01  6.06983662e-01
5.02231479e-01  6.17448926e-01
4.97691154e-01  6.25460804e-01
4.93164927e-01  6.26375258e-01
4.88657027e-01  6.24459684e-01
4.84165639e-01  6.19895279e-01
4.79693055e-01  6.13423705e-01
4.75225538e-01  6.06290400e-01
4.70762908e-01  5.98138571e-01
4.66307461e-01  5.88566959e-01
4.61857319e-01  5.77708602e-01
4.57408786e-01  5.66028237e-01
4.52958316e-01  5.53942561e-01
4.48504627e-01  5.41592300e-01
4.44047302e-01  5.28961182e-01
4.39586043e-01  5.16000271e-01
4.35119957e-01  5.02761185e-01
4.30647761e-01  4.89741981e-01
4.26168174e-01  4.77754682e-01
4.21680927e-01  4.66998070e-01
4.17187065e-01  4.57118213e-01
4.12687480e-01  4.47537005e-01
4.08183217e-01  4.37922388e-01
4.03674066e-01  4.28487450e-01
3.99159819e-01  4.19971883e-01
3.94639999e-01  4.13124621e-01
3.90114874e-01  4.07868862e-01
3.85585517e-01  4.03637588e-01
3.81052911e-01  3.99848431e-01
3.76517862e-01  3.96097213e-01
3.71980906e-01  3.92247289e-01
3.67442220e-01  3.88252348e-01
3.62902045e-01  3.84010732e-01
3.58360529e-01  3.79466861e-01
3.53817672e-01  3.74728084e-01
3.49273384e-01  3.70030195e-01
3.44727635e-01  3.65585655e-01
3.40180427e-01  3.61416161e-01
3.35631847e-01  3.57448250e-01
3.31082046e-01  3.53525728e-01
3.26531112e-01  3.49513739e-01
3.21979165e-01  3.45407248e-01
3.17426145e-01  3.41254741e-01
3.12872171e-01  3.37111145e-01
3.08317184e-01  3.33016008e-01
3.03761274e-01  3.29065710e-01
2.99204499e-01  3.25419307e-01
2.94646889e-01  3.22178066e-01
2.90088654e-01  3.19621801e-01
2.85529912e-01  3.17994237e-01
2.80970931e-01  3.17373842e-01
2.76411921e-01  3.17446232e-01
2.71853149e-01  3.18221331e-01
2.67294854e-01  3.19731951e-01
2.62737244e-01  3.22009474e-01
2.58180529e-01  3.24988961e-01
2.53624856e-01  3.28486413e-01
2.49070406e-01  3.32477808e-01
2.44517297e-01  3.36936414e-01
2.39965588e-01  3.41702998e-01
2.35415339e-01  3.46667469e-01
2.30866641e-01  3.51844966e-01
2.26319537e-01  3.57258558e-01
2.21774101e-01  3.62851441e-01
2.17230320e-01  3.68562222e-01
2.12688282e-01  3.74403715e-01
2.08148032e-01  3.80437255e-01
2.03609630e-01  3.86708230e-01
1.99073121e-01  3.93170029e-01
1.94538474e-01  3.99709105e-01
1.90005690e-01  4.06195492e-01
1.85474783e-01  4.12608862e-01
1.80945888e-01  4.19089019e-01
1.76419258e-01  4.25872684e-01
1.71895161e-01  4.33235675e-01
1.67373821e-01  4.41280454e-01
1.62855208e-01  4.49785948e-01
1.58339128e-01  4.58314389e-01
1.53825313e-01  4.66594249e-01
1.49313807e-01  4.74778801e-01
1.44805089e-01  4.83232439e-01
1.40299588e-01  4.92269814e-01
1.35797650e-01  5.02048612e-01
1.31299496e-01  5.12434542e-01
1.26804978e-01  5.23148298e-01
1.22313932e-01  5.34115195e-01
1.17826611e-01  5.45366585e-01
1.13343135e-01  5.56951284e-01
1.08863860e-01  5.68924785e-01
1.04389042e-01  5.81411004e-01
9.99192894e-02  5.94524920e-01
9.54549015e-02  6.08357787e-01
