
[Name]
Wing

[Data]
X [ m ] Y [ m ] Z [ m ] Pressure [ Pa ]
1.33591080e-02 -2.48042941e-02 0.00000000e+00 2.80571532e+00
1.27228620e-02 -2.43777074e-02 0.00000000e+00 -1.88302383e+01
1.27228620e-02 -2.43777074e-02 1.00000000e+00 -1.88568573e+01
1.33591080e-02 -2.48042941e-02 1.00000000e+00 2.82281733e+00
1.20882168e-02 -2.39487421e-02 0.00000000e+00 -4.65853157e+01
1.20882168e-02 -2.39487421e-02 1.00000000e+00 -4.66746101e+01
1.14564877e-02 -2.35154945e-02 0.00000000e+00 -6.67637024e+01
1.14564886e-02 -2.35154945e-02 1.00000000e+00 -6.68904343e+01
1.08371936e-02 -2.30646525e-02 0.00000000e+00 -8.90335464e+01
1.08371936e-02 -2.30646525e-02 1.00000000e+00 -8.91732407e+01
1.02285091e-02 -2.25995835e-02 0.00000000e+00 -1.18318649e+02
1.02285091e-02 -2.25995835e-02 1.00000000e+00 -1.18477539e+02
9.62748844e-03 -2.21246537e-02 0.00000000e+00 -1.54435303e+02
9.62748844e-03 -2.21246537e-02 1.00000000e+00 -1.54630753e+02
9.03536193e-03 -2.16386802e-02 0.00000000e+00 -1.96898270e+02
9.03536193e-03 -2.16386784e-02 1.00000000e+00 -1.97141281e+02
8.45200848e-03 -2.11422071e-02 0.00000000e+00 -2.46738892e+02
8.45200848e-03 -2.11422071e-02 1.00000000e+00 -2.47028656e+02
7.87841622e-03 -2.06344910e-02 0.00000000e+00 -3.05878296e+02
7.87841622e-03 -2.06344910e-02 1.00000000e+00 -3.06209595e+02
7.31597003e-03 -2.01144535e-02 0.00000000e+00 -3.75463379e+02
7.31596956e-03 -2.01144535e-02 1.00000000e+00 -3.75839752e+02
6.76567759e-03 -1.95815712e-02 0.00000000e+00 -4.56394958e+02
6.76567759e-03 -1.95815712e-02 1.00000000e+00 -4.56826599e+02
6.22956082e-03 -1.90344285e-02 0.00000000e+00 -5.49200439e+02
6.22956082e-03 -1.90344285e-02 1.00000000e+00 -5.49695435e+02
5.70842577e-03 -1.84729993e-02 0.00000000e+00 -6.54125854e+02
5.70842577e-03 -1.84729993e-02 1.00000000e+00 -6.54683716e+02
5.20328525e-03 -1.78971365e-02 0.00000000e+00 -7.72576599e+02
5.20328525e-03 -1.78971365e-02 1.00000000e+00 -7.73195313e+02
4.71604569e-03 -1.73060503e-02 0.00000000e+00 -9.04344849e+02
4.71604569e-03 -1.73060503e-02 1.00000000e+00 -9.05025513e+02
4.24708286e-03 -1.67003609e-02 0.00000000e+00 -1.04861682e+03
4.24708286e-03 -1.67003609e-02 1.00000000e+00 -1.04936462e+03
3.79677443e-03 -1.60806794e-02 0.00000000e+00 -1.20711865e+03
3.79677443e-03 -1.60806794e-02 1.00000000e+00 -1.20793542e+03
3.36542353e-03 -1.54476529e-02 0.00000000e+00 -1.38233850e+03
3.36542353e-03 -1.54476529e-02 1.00000000e+00 -1.38321179e+03
2.95392005e-03 -1.48015497e-02 0.00000000e+00 -1.57635876e+03
